,cell_line,drug,min_dose,max_dose,time,alpha,beta,gamma,delta,mape,auc,auc_norm
128,UW228-3,Drug07,-2.363612413940753,0.9995654886602768,72,1.0062188373855607,14.389754300211091,0.3260975420803605,0.4312078309099778,0.0366625024695714,2.99684147728052,0.8855671264121447
129,UW228-3,Drug07,-2.363612413940753,0.9995654886602768,120,1.105012637092131,12.327992282934328,0.2937109749879798,0.1893438742619527,0.0316783944676104,3.070025153826636,0.8260852128529174
130,UW228-3,Drug08,-2.363612413940753,0.9995654886602768,72,1.0128406339859934,5.849760044326062,-0.6853675642172901,0.9223185816831206,0.0274112131605816,3.253839641138777,0.9552239185342064
131,UW228-3,Drug08,-2.363612413940753,0.9995654886602768,120,0.9999999994518036,13.788106498687949,-1.6861739994269904,1.1541180814787746,0.0424414384168943,3.77709891948324,1.1230743750923688
132,UW228-3,Drug09,-2.363612413940753,0.9995654886602768,72,1.0568235266594468,12.221226859278111,1.0102047895301791,0.5636542552249532,0.0476991532866584,3.5445657708417606,0.9972653404232182
133,UW228-3,Drug09,-2.363612413940753,0.9995654886602768,120,0.9785220617597766,6.727704013212688,-1.4273112211516177,1.097978178063123,0.0732137975513741,3.580849037946958,1.0880917642188597
134,UW228-3,Drug10,-2.363612413940753,0.9995654886602768,72,1.1480347797377528,2.622741596334298,0.4205013254395227,0.407012626311458,0.044306797548427,3.4282845888621902,0.8879162297604866
135,UW228-3,Drug10,-2.363612413940753,0.9995654886602768,120,0.9576426732067446,1.690305716075482,0.1503969803418662,0.0211419291470734,0.017271950892337,2.4168172085626964,0.7504372552387217
136,UW228-3,Drug11,-2.363612413940753,0.9995654886602768,72,1.0307746747281723,1.6925890990125032,-0.0855789698219964,0.093680280326945,0.0153419064053872,2.4463526195360634,0.7057656314720705
137,UW228-3,Drug11,-2.363612413940753,0.9995654886602768,120,1.0404052778168638,11.927350204092312,-0.3219352581537814,0.107337904895755,0.0683849494230969,2.266018809960085,0.6476063866118125
138,UW228-3,Drug12,-2.363612413940753,0.9995654886602768,72,1.0065038655435483,1.03470798802403,0.968212573019116,0.5228554342679413,0.014592275697343,3.236691584743236,0.9563359663778772
139,UW228-3,Drug12,-2.363612413940753,0.9995654886602768,120,0.9918843758732095,9.734524562875643,0.3956209427985465,0.7302841878940326,0.0266145554761416,3.1778915927287623,0.9526386288062112
140,UW228-3,Drug13,-2.363612413940753,0.9995654886602768,72,1.0413562904765434,7.422899892522038,-1.3592236671643991,0.9227328743135174,0.045568461661912,3.222458837436233,0.9201067030807364
141,UW228-3,Drug13,-2.363612413940753,0.9995654886602768,120,1.0515720121094805,1.728819688042358,0.5678508364109203,0.7655062906480757,0.0407447270173423,3.401272435318271,0.961730900409971
142,UW228-3,Drug14,-2.363612413940753,0.9995654886602768,72,0.9322414002014128,9.42176463399851,1.0726339987712357,4.98460439989922e-06,0.035070460769301,3.127283581244431,0.997445184844583
143,UW228-3,Drug14,-2.363612413940753,0.9995654886602768,120,0.9838751461279496,12.717189228369753,-0.409369991469968,0.8868504957964466,0.0153058477643072,3.1722456780765937,0.9586873207437728
144,UW228-3,Drug15,-2.363612413940753,0.9995654886602768,72,1.0234469466438605,10.65928683323737,0.4390093672881822,0.938594286798736,0.021705968912194,3.3944694738852954,0.9861812290628502
145,UW228-3,Drug15,-2.363612413940753,0.9995654886602768,120,1.142592296192614,13.58177196038076,-1.091058029936929,0.9694605252832568,0.0690511575454052,3.4807878101576843,0.905808552593544
146,UW228-3,Drug16,-2.363612413940753,0.9995654886602768,72,7.577864792413057,1.328616031903355,-3.0362479944602545,0.1577208140494392,0.211385913921315,0.8220120207654915,0.2448550005309944
